CSV CAN data
Converted from Kvaser Memorator at,2023-10-14 13:05:08
                                                        
Format of data field,HEX
Format of id field,DEC
Timestamp Offset,             0.00000,seconds
Logging started at,2023-07-11 18:02:45
Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter,AbsTime
1.05900,2,1995,2,8,89,37,00,00,00,00,02,21,1056,2023-07-11 18:02:45
1.05913,2,1996,2,8,00,00,00,00,00,00,00,00,1057,2023-07-11 18:02:45
1.05926,2,1997,2,8,00,00,00,00,00,00,00,00,1058,2023-07-11 18:02:45
1.05938,2,257,2,8,00,00,00,00,00,00,00,00,1059,2023-07-11 18:02:45
1.07352,2,128,2,0,,,,,,,,,1060,2023-07-11 18:02:45
1.07357,1,1538,2,8,25,01,10,00,00,00,00,00,1061,2023-07-11 18:02:45
1.07362,1,128,2,0,,,,,,,,,1062,2023-07-11 18:02:45
1.07365,2,32,2,8,01,01,00,00,00,00,1f,1e,1063,2023-07-11 18:02:45
1.07373,2,1711,2,4,00,00,00,00,,,,,1064,2023-07-11 18:02:45
1.07375,1,32,2,8,01,01,00,00,00,00,1f,1e,1065,2023-07-11 18:02:45
1.07383,2,1682,2,6,00,9e,0a,96,0d,45,,,1066,2023-07-11 18:02:45
1.07387,1,1537,2,8,25,01,10,00,00,00,3f,01,1067,2023-07-11 18:02:45
1.07394,2,1713,2,7,00,00,00,00,00,00,00,,1068,2023-07-11 18:02:45
1.07397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1069,2023-07-11 18:02:45
1.07408,1,1684,2,6,01,83,00,00,00,00,,,1070,2023-07-11 18:02:45
1.07416,1,1712,2,4,00,00,00,00,,,,,1071,2023-07-11 18:02:45
1.07425,1,1714,2,4,00,00,00,00,,,,,1072,2023-07-11 18:02:45
1.07447,2,1538,2,5,23,02,03,33,33,,,,1073,2023-07-11 18:02:45
1.07779,1,1313,2,6,00,0e,ff,ff,ff,fe,,,1074,2023-07-11 18:02:45
1.07791,1,1314,2,6,01,0a,00,00,00,1d,,,1075,2023-07-11 18:02:45
1.07803,1,1315,2,6,02,0a,00,00,00,0f,,,1076,2023-07-11 18:02:45
1.07815,1,1316,2,6,03,0a,00,00,00,0b,,,1077,2023-07-11 18:02:45
1.07851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1078,2023-07-11 18:02:45
1.07859,1,257,2,8,00,00,00,00,00,00,00,00,1079,2023-07-11 18:02:45
1.07863,2,1991,2,8,00,00,00,00,00,00,00,00,1080,2023-07-11 18:02:45
1.07876,2,1993,2,8,00,00,00,00,00,00,00,00,1081,2023-07-11 18:02:45
1.07888,2,1994,2,8,00,00,00,00,00,00,00,00,1082,2023-07-11 18:02:45
1.07900,2,1995,2,8,89,37,00,00,00,00,02,21,1083,2023-07-11 18:02:45
1.07913,2,1996,2,8,00,00,00,00,00,00,00,00,1084,2023-07-11 18:02:45
1.07925,2,1997,2,8,00,00,00,00,00,00,00,00,1085,2023-07-11 18:02:45
1.07938,2,257,2,8,00,00,00,00,00,00,00,00,1086,2023-07-11 18:02:45
1.09352,2,128,2,0,,,,,,,,,1087,2023-07-11 18:02:45
1.09357,1,1538,2,8,25,01,10,00,00,00,00,00,1088,2023-07-11 18:02:45
1.09362,1,128,2,0,,,,,,,,,1089,2023-07-11 18:02:45
1.09365,2,32,2,8,01,01,00,00,00,00,1f,1e,1090,2023-07-11 18:02:45
1.09373,2,1711,2,4,00,00,00,00,,,,,1091,2023-07-11 18:02:45
1.09375,1,32,2,8,01,01,00,00,00,00,1f,1e,1092,2023-07-11 18:02:45
1.09383,2,1682,2,6,00,9e,0a,96,0d,4a,,,1093,2023-07-11 18:02:45
1.09387,1,1537,2,8,25,01,10,00,00,00,40,01,1094,2023-07-11 18:02:45
1.09395,2,1713,2,7,00,00,00,00,00,00,00,,1095,2023-07-11 18:02:45
1.09397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1096,2023-07-11 18:02:45
1.09408,1,1684,2,6,01,83,00,00,00,00,,,1097,2023-07-11 18:02:45
1.09416,1,1712,2,4,00,00,00,00,,,,,1098,2023-07-11 18:02:45
1.09425,1,1714,2,4,00,00,00,00,,,,,1099,2023-07-11 18:02:45
1.09447,2,1538,2,5,23,02,03,33,33,,,,1100,2023-07-11 18:02:45
1.09751,1,1313,2,6,00,0f,ff,ff,ff,fd,,,1101,2023-07-11 18:02:45
1.09851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1102,2023-07-11 18:02:45
1.09859,1,257,2,8,00,00,00,00,00,00,00,00,1103,2023-07-11 18:02:45
1.09863,2,1991,2,8,00,00,00,00,00,00,00,00,1104,2023-07-11 18:02:45
1.09876,2,1993,2,8,00,00,00,00,00,00,00,00,1105,2023-07-11 18:02:45
1.09889,2,1994,2,8,00,00,00,00,00,00,00,00,1106,2023-07-11 18:02:45
1.09900,2,1995,2,8,89,37,00,00,00,00,02,21,1107,2023-07-11 18:02:45
1.09913,2,1996,2,8,00,00,00,00,00,00,00,00,1108,2023-07-11 18:02:45
1.09926,2,1997,2,8,00,00,00,00,00,00,00,00,1109,2023-07-11 18:02:45
1.09938,2,257,2,8,00,00,00,00,00,00,00,00,1110,2023-07-11 18:02:45
1.11352,2,128,2,0,,,,,,,,,1111,2023-07-11 18:02:45
1.11357,1,1538,2,8,25,01,10,00,00,00,00,00,1112,2023-07-11 18:02:45
1.11362,1,128,2,0,,,,,,,,,1113,2023-07-11 18:02:45
1.11365,2,32,2,8,01,01,00,00,00,00,1f,1e,1114,2023-07-11 18:02:45
1.11373,2,1711,2,4,00,00,00,00,,,,,1115,2023-07-11 18:02:45
1.11375,1,32,2,8,01,01,00,00,00,00,1f,1e,1116,2023-07-11 18:02:45
1.11383,2,1682,2,6,00,9e,0a,96,0d,4c,,,1117,2023-07-11 18:02:45
1.11387,1,1537,2,8,25,01,10,00,00,00,41,01,1118,2023-07-11 18:02:45
1.11395,2,1713,2,7,00,00,00,00,00,00,00,,1119,2023-07-11 18:02:45
1.11397,1,1664,2,6,a6,2f,01,a7,00,a2,,,1120,2023-07-11 18:02:45
1.11408,1,1684,2,6,01,83,00,00,00,00,,,1121,2023-07-11 18:02:45
1.11416,1,1712,2,4,00,00,00,00,,,,,1122,2023-07-11 18:02:45
1.11425,1,1714,2,4,00,00,00,00,,,,,1123,2023-07-11 18:02:45
1.11447,2,1538,2,5,23,02,03,33,33,,,,1124,2023-07-11 18:02:45
1.11787,1,1313,2,6,00,00,00,00,00,00,,,1125,2023-07-11 18:02:45
1.11800,1,1320,2,6,07,00,00,00,00,00,,,1126,2023-07-11 18:02:45
1.11851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1127,2023-07-11 18:02:45
1.11859,1,257,2,8,00,00,00,00,00,00,00,00,1128,2023-07-11 18:02:45
1.11863,2,1991,2,8,00,00,00,00,00,00,00,00,1129,2023-07-11 18:02:45
1.11876,2,1993,2,8,00,00,00,00,00,00,00,00,1130,2023-07-11 18:02:45
1.11889,2,1994,2,8,00,00,00,00,00,00,00,00,1131,2023-07-11 18:02:45
1.11901,2,1995,2,8,00,00,00,00,00,00,02,21,1132,2023-07-11 18:02:45
1.11913,2,1996,2,8,00,00,00,00,00,00,00,00,1133,2023-07-11 18:02:45
1.11926,2,1997,2,8,00,00,00,00,00,00,00,00,1134,2023-07-11 18:02:45
1.11939,2,257,2,8,00,00,00,00,00,00,00,00,1135,2023-07-11 18:02:45
1.13352,2,128,2,0,,,,,,,,,1136,2023-07-11 18:02:45
1.13357,1,1538,2,8,25,01,10,00,00,00,00,00,1137,2023-07-11 18:02:45
1.13362,1,128,2,0,,,,,,,,,1138,2023-07-11 18:02:45
1.13365,2,32,2,8,01,01,00,00,00,00,1f,1e,1139,2023-07-11 18:02:45
1.13373,2,1711,2,4,00,00,00,00,,,,,1140,2023-07-11 18:02:45
1.13375,1,32,2,8,01,01,00,00,00,00,1f,1e,1141,2023-07-11 18:02:45
1.13383,2,1682,2,6,00,9e,0a,96,0d,4d,,,1142,2023-07-11 18:02:45
1.13387,1,1537,2,8,25,01,10,00,00,00,42,01,1143,2023-07-11 18:02:45
1.13395,2,1713,2,7,00,00,00,00,00,00,00,,1144,2023-07-11 18:02:45
1.13397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1145,2023-07-11 18:02:45
1.13408,1,1684,2,6,01,84,00,00,00,00,,,1146,2023-07-11 18:02:45
1.13416,1,1712,2,4,00,00,00,00,,,,,1147,2023-07-11 18:02:45
1.13425,1,1714,2,4,00,00,00,00,,,,,1148,2023-07-11 18:02:45
1.13447,2,1538,2,5,23,02,03,33,33,,,,1149,2023-07-11 18:02:45
1.13795,1,1313,2,6,00,01,00,00,00,00,,,1150,2023-07-11 18:02:45
1.13807,1,1314,2,6,01,0b,00,00,00,09,,,1151,2023-07-11 18:02:45
1.13818,1,1315,2,6,02,0b,00,00,00,0b,,,1152,2023-07-11 18:02:45
1.13830,1,1316,2,6,03,0b,00,00,00,05,,,1153,2023-07-11 18:02:45
1.13851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1154,2023-07-11 18:02:45
1.13859,1,257,2,8,00,00,00,00,00,00,00,00,1155,2023-07-11 18:02:45
1.13864,2,1991,2,8,00,00,00,00,00,00,00,00,1156,2023-07-11 18:02:45
1.13876,2,1993,2,8,00,00,00,00,00,00,00,00,1157,2023-07-11 18:02:45
1.13889,2,1994,2,8,00,00,00,00,00,00,00,00,1158,2023-07-11 18:02:45
1.13901,2,1995,2,8,00,00,00,00,00,00,02,21,1159,2023-07-11 18:02:45
1.13914,2,1996,2,8,00,00,00,00,00,00,00,00,1160,2023-07-11 18:02:45
1.13926,2,1997,2,8,00,00,00,00,00,00,00,00,1161,2023-07-11 18:02:45
1.13939,2,257,2,8,00,00,00,00,00,00,00,00,1162,2023-07-11 18:02:45
1.15352,2,128,2,0,,,,,,,,,1163,2023-07-11 18:02:45
1.15357,1,1538,2,8,25,01,10,00,00,00,00,00,1164,2023-07-11 18:02:45
1.15362,1,128,2,0,,,,,,,,,1165,2023-07-11 18:02:45
1.15365,2,32,2,8,01,01,00,00,00,00,1f,1e,1166,2023-07-11 18:02:45
1.15375,2,1682,2,6,00,9e,0a,96,0d,4e,,,1167,2023-07-11 18:02:45
1.15375,1,32,2,8,01,01,00,00,00,00,1f,1e,1168,2023-07-11 18:02:45
1.15383,2,1711,2,4,00,00,00,00,,,,,1169,2023-07-11 18:02:45
1.15387,1,1537,2,8,25,01,10,00,00,00,43,01,1170,2023-07-11 18:02:45
1.15395,2,1713,2,7,00,00,00,00,00,00,00,,1171,2023-07-11 18:02:45
1.15397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1172,2023-07-11 18:02:45
1.15407,1,1684,2,6,01,83,00,00,00,00,,,1173,2023-07-11 18:02:45
1.15416,1,1712,2,4,00,00,00,00,,,,,1174,2023-07-11 18:02:45
1.15425,1,1714,2,4,00,00,00,00,,,,,1175,2023-07-11 18:02:45
1.15447,2,1538,2,5,23,02,03,33,33,,,,1176,2023-07-11 18:02:45
1.15758,1,1313,2,6,00,02,00,00,00,03,,,1177,2023-07-11 18:02:45
1.15851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1178,2023-07-11 18:02:45
1.15860,1,257,2,8,00,00,00,00,00,00,00,00,1179,2023-07-11 18:02:45
1.15864,2,1991,2,8,00,00,00,00,00,00,00,00,1180,2023-07-11 18:02:45
1.15876,2,1993,2,8,00,00,00,00,00,00,00,00,1181,2023-07-11 18:02:45
1.15889,2,1994,2,8,00,00,00,00,00,00,00,00,1182,2023-07-11 18:02:45
1.15901,2,1995,2,8,00,00,00,00,00,00,02,21,1183,2023-07-11 18:02:45
1.15914,2,1996,2,8,00,00,00,00,00,00,00,00,1184,2023-07-11 18:02:45
1.15926,2,1997,2,8,00,00,00,00,00,00,00,00,1185,2023-07-11 18:02:45
1.15939,2,257,2,8,00,00,00,00,00,00,00,00,1186,2023-07-11 18:02:45
1.17352,2,128,2,0,,,,,,,,,1187,2023-07-11 18:02:45
1.17357,1,1538,2,8,25,01,10,00,00,00,00,00,1188,2023-07-11 18:02:45
1.17362,1,128,2,0,,,,,,,,,1189,2023-07-11 18:02:45
1.17365,2,32,2,8,01,01,00,00,00,00,1f,1e,1190,2023-07-11 18:02:45
1.17375,2,1682,2,6,00,9f,0a,96,0d,52,,,1191,2023-07-11 18:02:45
1.17375,1,32,2,8,01,01,00,00,00,00,1f,1e,1192,2023-07-11 18:02:45
1.17383,2,1711,2,4,00,00,00,00,,,,,1193,2023-07-11 18:02:45
1.17387,1,1537,2,8,25,01,10,00,00,00,44,01,1194,2023-07-11 18:02:45
1.17395,2,1713,2,7,00,00,00,00,00,00,00,,1195,2023-07-11 18:02:45
1.17397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1196,2023-07-11 18:02:45
1.17407,1,1684,2,6,01,84,00,00,00,00,,,1197,2023-07-11 18:02:45
1.17416,1,1712,2,4,00,00,00,00,,,,,1198,2023-07-11 18:02:45
1.17425,1,1714,2,4,00,00,00,00,,,,,1199,2023-07-11 18:02:45
1.17447,2,1538,2,5,23,02,03,33,33,,,,1200,2023-07-11 18:02:45
1.17770,1,1313,2,6,00,03,00,00,00,00,,,1201,2023-07-11 18:02:45
1.17851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1202,2023-07-11 18:02:45
1.17860,1,257,2,8,00,00,00,00,00,00,00,00,1203,2023-07-11 18:02:45
1.17864,2,1991,2,8,00,00,00,00,00,00,00,00,1204,2023-07-11 18:02:45
1.17876,2,1993,2,8,00,00,00,00,00,00,00,00,1205,2023-07-11 18:02:45
1.17889,2,1994,2,8,00,00,00,00,00,00,00,00,1206,2023-07-11 18:02:45
1.17901,2,1995,2,8,00,00,00,00,00,00,02,21,1207,2023-07-11 18:02:45
1.17914,2,1996,2,8,00,00,00,00,00,00,00,00,1208,2023-07-11 18:02:45
1.17926,2,1997,2,8,00,00,00,00,00,00,00,00,1209,2023-07-11 18:02:45
1.17939,2,257,2,8,00,00,00,00,00,00,00,00,1210,2023-07-11 18:02:45
1.19352,2,128,2,0,,,,,,,,,1211,2023-07-11 18:02:45
1.19357,1,1538,2,8,25,01,10,00,00,00,00,00,1212,2023-07-11 18:02:45
1.19363,1,128,2,0,,,,,,,,,1213,2023-07-11 18:02:45
1.19365,2,32,2,8,01,01,00,00,00,00,1f,1e,1214,2023-07-11 18:02:45
1.19375,2,1682,2,6,00,9e,0a,96,0d,55,,,1215,2023-07-11 18:02:45
1.19375,1,32,2,8,01,01,00,00,00,00,1f,1e,1216,2023-07-11 18:02:45
1.19383,2,1711,2,4,00,00,00,00,,,,,1217,2023-07-11 18:02:45
1.19387,1,1537,2,8,25,01,10,00,00,00,45,01,1218,2023-07-11 18:02:45
1.19395,2,1713,2,7,00,00,00,00,00,00,00,,1219,2023-07-11 18:02:45
1.19397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1220,2023-07-11 18:02:45
1.19408,1,1684,2,6,01,84,00,00,00,00,,,1221,2023-07-11 18:02:45
1.19416,1,1712,2,4,00,00,00,00,,,,,1222,2023-07-11 18:02:45
1.19425,1,1714,2,4,00,00,00,00,,,,,1223,2023-07-11 18:02:45
1.19447,2,1538,2,5,23,02,03,33,33,,,,1224,2023-07-11 18:02:45
1.19811,1,1313,2,6,00,04,00,00,00,01,,,1225,2023-07-11 18:02:45
1.19822,1,1314,2,6,01,0c,00,00,00,21,,,1226,2023-07-11 18:02:45
1.19834,1,1315,2,6,02,0c,ff,ff,ff,f9,,,1227,2023-07-11 18:02:45
1.19846,1,1316,2,6,03,0c,00,00,00,09,,,1228,2023-07-11 18:02:45
1.19851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1229,2023-07-11 18:02:45
1.19861,1,257,2,8,00,00,00,00,00,00,00,00,1230,2023-07-11 18:02:45
1.19864,2,1991,2,8,00,00,00,00,00,00,00,00,1231,2023-07-11 18:02:45
1.19876,2,1993,2,8,00,00,00,00,00,00,00,00,1232,2023-07-11 18:02:45
1.19889,2,1994,2,8,00,00,00,00,00,00,00,00,1233,2023-07-11 18:02:45
1.19901,2,1995,2,8,00,00,00,00,00,00,02,21,1234,2023-07-11 18:02:45
1.19914,2,1996,2,8,00,00,00,00,00,00,00,00,1235,2023-07-11 18:02:45
1.19926,2,1997,2,8,00,00,00,00,00,00,00,00,1236,2023-07-11 18:02:45
1.19939,2,257,2,8,00,00,00,00,00,00,00,00,1237,2023-07-11 18:02:45
1.21352,2,128,2,0,,,,,,,,,1238,2023-07-11 18:02:45
1.21357,1,1538,2,8,25,01,10,00,00,00,00,00,1239,2023-07-11 18:02:45
1.21363,1,128,2,0,,,,,,,,,1240,2023-07-11 18:02:45
1.21365,2,32,2,8,01,01,00,00,00,00,1f,1e,1241,2023-07-11 18:02:45
1.21373,2,1711,2,4,00,00,00,00,,,,,1242,2023-07-11 18:02:45
1.21375,1,32,2,8,01,01,00,00,00,00,1f,1e,1243,2023-07-11 18:02:45
1.21383,2,1682,2,6,00,9e,0a,96,0d,57,,,1244,2023-07-11 18:02:45
1.21387,1,1537,2,8,25,01,10,00,00,00,46,01,1245,2023-07-11 18:02:45
1.21395,2,1713,2,7,00,00,00,00,00,00,00,,1246,2023-07-11 18:02:45
1.21397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1247,2023-07-11 18:02:45
1.21408,1,1684,2,6,01,84,00,00,00,00,,,1248,2023-07-11 18:02:45
1.21416,1,1712,2,4,00,00,00,00,,,,,1249,2023-07-11 18:02:45
1.21425,1,1714,2,4,00,00,00,00,,,,,1250,2023-07-11 18:02:45
1.21447,2,1538,2,5,23,02,03,33,33,,,,1251,2023-07-11 18:02:45
1.21813,1,1313,2,6,00,05,ff,ff,ff,fe,,,1252,2023-07-11 18:02:45
1.21826,1,1320,2,6,07,01,00,00,00,00,,,1253,2023-07-11 18:02:45
1.21851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1254,2023-07-11 18:02:45
1.21860,1,257,2,8,00,00,00,00,00,00,00,00,1255,2023-07-11 18:02:45
1.21864,2,1991,2,8,00,00,00,00,00,00,00,00,1256,2023-07-11 18:02:45
1.21876,2,1993,2,8,00,00,00,00,00,00,00,00,1257,2023-07-11 18:02:45
1.21889,2,1994,2,8,00,00,00,00,00,00,00,00,1258,2023-07-11 18:02:45
1.21901,2,1995,2,8,89,37,00,00,00,00,02,21,1259,2023-07-11 18:02:45
1.21913,2,1996,2,8,00,00,00,00,00,00,00,00,1260,2023-07-11 18:02:45
1.21926,2,1997,2,8,00,00,00,00,00,00,00,00,1261,2023-07-11 18:02:45
1.21938,2,257,2,8,00,00,00,00,00,00,00,00,1262,2023-07-11 18:02:45
1.23352,2,128,2,0,,,,,,,,,1263,2023-07-11 18:02:46
1.23358,1,1538,2,8,25,01,10,00,00,00,00,00,1264,2023-07-11 18:02:46
1.23363,1,128,2,0,,,,,,,,,1265,2023-07-11 18:02:46
1.23365,2,32,2,8,01,01,00,00,00,00,1f,1e,1266,2023-07-11 18:02:46
1.23375,2,1682,2,6,00,9e,0a,96,0d,58,,,1267,2023-07-11 18:02:46
1.23375,1,32,2,8,01,01,00,00,00,00,1f,1e,1268,2023-07-11 18:02:46
1.23383,2,1711,2,4,00,00,00,00,,,,,1269,2023-07-11 18:02:46
1.23387,1,1537,2,8,25,01,10,00,00,00,47,01,1270,2023-07-11 18:02:46
1.23395,2,1713,2,7,00,00,00,00,00,00,00,,1271,2023-07-11 18:02:46
1.23397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1272,2023-07-11 18:02:46
1.23408,1,1684,2,6,01,83,00,00,00,00,,,1273,2023-07-11 18:02:46
1.23416,1,1712,2,4,00,00,00,00,,,,,1274,2023-07-11 18:02:46
1.23425,1,1714,2,4,00,00,00,00,,,,,1275,2023-07-11 18:02:46
1.23447,2,1538,2,5,23,02,03,33,33,,,,1276,2023-07-11 18:02:46
1.23784,1,1313,2,6,00,06,00,00,00,01,,,1277,2023-07-11 18:02:46
1.23805,1,151,2,8,64,dc,0e,00,21,02,f4,42,1278,2023-07-11 18:02:46
1.23851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1279,2023-07-11 18:02:46
1.23860,1,257,2,8,00,00,00,00,00,00,00,00,1280,2023-07-11 18:02:46
1.23864,2,1991,2,8,00,00,00,00,00,00,00,00,1281,2023-07-11 18:02:46
1.23876,2,1993,2,8,00,00,00,00,00,00,00,00,1282,2023-07-11 18:02:46
1.23889,2,1994,2,8,00,00,00,00,00,00,00,00,1283,2023-07-11 18:02:46
1.23901,2,257,2,8,00,00,00,00,00,00,00,00,1284,2023-07-11 18:02:46
1.23914,2,1996,2,8,00,00,00,00,00,00,00,00,1285,2023-07-11 18:02:46
1.23926,2,1997,2,8,00,00,00,00,00,00,00,00,1286,2023-07-11 18:02:46
1.23939,2,257,2,8,00,00,00,00,00,00,00,00,1287,2023-07-11 18:02:46
1.25352,2,128,2,0,,,,,,,,,1288,2023-07-11 18:02:46
1.25358,1,1538,2,8,25,01,10,00,00,00,00,00,1289,2023-07-11 18:02:46
1.25363,1,128,2,0,,,,,,,,,1290,2023-07-11 18:02:46
1.25365,2,32,2,8,01,01,00,00,00,00,1f,1e,1291,2023-07-11 18:02:46
1.25375,2,1682,2,6,00,9f,0a,96,0d,5b,,,1292,2023-07-11 18:02:46
1.25375,1,32,2,8,01,01,00,00,00,00,1f,1e,1293,2023-07-11 18:02:46
1.25383,2,1711,2,4,00,00,00,00,,,,,1294,2023-07-11 18:02:46
1.25387,1,1537,2,8,25,01,10,00,00,00,48,01,1295,2023-07-11 18:02:46
1.25395,2,1713,2,7,00,00,00,00,00,00,00,,1296,2023-07-11 18:02:46
1.25397,1,1664,2,6,a6,2f,01,a7,00,a2,,,1297,2023-07-11 18:02:46
1.25408,1,1684,2,6,01,83,00,00,00,00,,,1298,2023-07-11 18:02:46
1.25417,1,1712,2,4,00,00,00,00,,,,,1299,2023-07-11 18:02:46
1.25425,1,1714,2,4,00,00,00,00,,,,,1300,2023-07-11 18:02:46
1.25447,2,1538,2,5,23,02,03,33,33,,,,1301,2023-07-11 18:02:46
1.25823,1,1313,2,6,00,07,00,00,00,00,,,1302,2023-07-11 18:02:46
1.25835,1,1314,2,6,01,0d,00,00,00,11,,,1303,2023-07-11 18:02:46
1.25847,1,1315,2,6,02,0d,00,00,00,15,,,1304,2023-07-11 18:02:46
1.25851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1305,2023-07-11 18:02:46
1.25860,1,257,2,8,00,00,00,00,00,00,00,00,1306,2023-07-11 18:02:46
1.25864,2,1991,2,8,00,00,00,00,00,00,00,00,1307,2023-07-11 18:02:46
1.25871,1,1316,2,6,03,0d,00,00,00,03,,,1308,2023-07-11 18:02:46
1.25876,2,1993,2,8,00,00,00,00,00,00,00,00,1309,2023-07-11 18:02:46
1.25889,2,1994,2,8,00,00,00,00,00,00,00,00,1310,2023-07-11 18:02:46
1.25901,2,1995,2,8,00,00,00,00,00,00,02,21,1311,2023-07-11 18:02:46
1.25914,2,1996,2,8,00,00,00,00,00,00,00,00,1312,2023-07-11 18:02:46
1.25926,2,1997,2,8,00,00,00,00,00,00,00,00,1313,2023-07-11 18:02:46
1.25939,2,257,2,8,00,00,00,00,00,00,00,00,1314,2023-07-11 18:02:46
1.27352,2,128,2,0,,,,,,,,,1315,2023-07-11 18:02:46
1.27358,1,1538,2,8,25,01,10,00,00,00,00,00,1316,2023-07-11 18:02:46
1.27363,1,128,2,0,,,,,,,,,1317,2023-07-11 18:02:46
1.27365,2,32,2,8,01,01,00,00,00,00,1f,1e,1318,2023-07-11 18:02:46
1.27373,2,1711,2,4,00,00,00,00,,,,,1319,2023-07-11 18:02:46
1.27375,1,32,2,8,01,01,00,00,00,00,1f,1e,1320,2023-07-11 18:02:46
1.27383,2,1682,2,6,00,9e,0a,96,0d,5c,,,1321,2023-07-11 18:02:46
1.27387,1,1537,2,8,25,01,10,00,00,00,49,01,1322,2023-07-11 18:02:46
1.27395,2,1713,2,7,00,00,00,00,00,00,00,,1323,2023-07-11 18:02:46
1.27397,1,1664,2,6,a6,2f,01,a8,00,a1,,,1324,2023-07-11 18:02:46
1.27408,1,1684,2,6,01,83,00,00,00,00,,,1325,2023-07-11 18:02:46
1.27417,1,1712,2,4,00,00,00,00,,,,,1326,2023-07-11 18:02:46
1.27425,1,1714,2,4,00,00,00,00,,,,,1327,2023-07-11 18:02:46
1.27447,2,1538,2,5,23,02,03,33,33,,,,1328,2023-07-11 18:02:46
1.27786,1,1313,2,6,00,08,ff,ff,ff,fb,,,1329,2023-07-11 18:02:46
1.27851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1330,2023-07-11 18:02:46
1.27860,1,257,2,8,00,00,00,00,00,00,00,00,1331,2023-07-11 18:02:46
1.27864,2,1991,2,8,00,00,00,00,00,00,00,00,1332,2023-07-11 18:02:46
1.27876,2,1993,2,8,00,00,00,00,00,00,00,00,1333,2023-07-11 18:02:46
1.27889,2,1994,2,8,00,00,00,00,00,00,00,00,1334,2023-07-11 18:02:46
1.27901,2,1995,2,8,89,37,00,00,00,00,02,21,1335,2023-07-11 18:02:46
1.27913,2,1996,2,8,00,00,00,00,00,00,00,00,1336,2023-07-11 18:02:46
1.27926,2,1997,2,8,00,00,00,00,00,00,00,00,1337,2023-07-11 18:02:46
1.27938,2,257,2,8,00,00,00,00,00,00,00,00,1338,2023-07-11 18:02:46
1.29352,2,128,2,0,,,,,,,,,1339,2023-07-11 18:02:46
1.29358,1,1538,2,8,25,01,10,00,00,00,00,00,1340,2023-07-11 18:02:46
1.29363,1,128,2,0,,,,,,,,,1341,2023-07-11 18:02:46
1.29365,2,32,2,8,01,01,00,00,00,00,1f,1e,1342,2023-07-11 18:02:46
1.29374,2,1711,2,4,00,00,00,00,,,,,1343,2023-07-11 18:02:46
1.29375,1,32,2,8,01,01,00,00,00,00,1f,1e,1344,2023-07-11 18:02:46
1.29384,2,1682,2,6,00,9f,0a,96,0d,5d,,,1345,2023-07-11 18:02:46
1.29387,1,1537,2,8,25,01,10,00,00,00,4a,01,1346,2023-07-11 18:02:46
1.29395,2,1713,2,7,00,00,00,00,00,00,00,,1347,2023-07-11 18:02:46
1.29397,1,1664,2,6,a6,2f,01,a8,00,a2,,,1348,2023-07-11 18:02:46
1.29408,1,1684,2,6,01,83,00,00,00,00,,,1349,2023-07-11 18:02:46
1.29417,1,1712,2,4,00,00,00,00,,,,,1350,2023-07-11 18:02:46
1.29425,1,1714,2,4,00,00,00,00,,,,,1351,2023-07-11 18:02:46
1.29447,2,1538,2,5,23,02,03,33,33,,,,1352,2023-07-11 18:02:46
1.29799,1,1313,2,6,00,09,00,00,00,01,,,1353,2023-07-11 18:02:46
1.29851,2,1990,2,8,00,00,ff,ff,00,00,00,00,1354,2023-07-11 18:02:46
1.29860,1,257,2,8,00,00,00,00,00,00,00,00,1355,2023-07-11 18:02:46
1.29864,2,1991,2,8,00,00,00,00,00,00,00,00,1356,2023-07-11 18:02:46
1.29876,2,1993,2,8,00,00,00,00,00,00,00,00,1357,2023-07-11 18:02:46
1.29889,2,1994,2,8,00,00,00,00,00,00,00,00,1358,2023-07-11 18:02:46
1.29901,2,1995,2,8,00,00,00,00,00,00,02,21,1359,2023-07-11 18:02:46
1.29914,2,1996,2,8,00,00,00,00,00,00,00,00,1360,2023-07-11 18:02:46
1.29926,2,1997,2,8,00,00,00,00,00,00,00,00,1361,2023-07-11 18:02:46
1.29939,2,257,2,8,00,00,00,00,00,00,00,00,1362,2023-07-11 18:02:46
1.31352,2,128,2,0,,,,,,,,,1363,2023-07-11 18:02:46
1.31358,1,1538,2,8,25,01,10,00,00,00,00,00,1364,2023-07-11 18:02:46
