CSV CAN data
Converted from Kvaser Memorator at,2023-10-14 13:05:08
                                                        
Format of data field,HEX
Format of id field,DEC
Timestamp Offset,             0.00000,seconds
Logging started at,2023-07-11 18:02:45
Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter,AbsTime
2.47365,1,128,2,0,,,,,,,,,2830,2023-07-11 18:02:47
2.47368,2,32,2,8,01,01,00,00,00,00,1f,1e,2831,2023-07-11 18:02:47
2.47377,2,1711,2,4,00,00,00,00,,,,,2832,2023-07-11 18:02:47
2.47378,1,32,2,8,01,01,00,00,00,00,1f,1e,2833,2023-07-11 18:02:47
2.47387,2,1682,2,6,00,9e,0a,96,0d,60,,,2834,2023-07-11 18:02:47
2.47390,1,1537,2,8,25,01,10,00,00,00,85,01,2835,2023-07-11 18:02:47
2.47398,2,1713,2,7,00,00,00,00,00,00,00,,2836,2023-07-11 18:02:47
2.47400,1,1664,2,6,a6,2f,01,a8,00,a2,,,2837,2023-07-11 18:02:47
2.47410,1,1684,2,6,01,83,00,00,00,00,,,2838,2023-07-11 18:02:47
2.47419,1,1712,2,4,00,00,00,00,,,,,2839,2023-07-11 18:02:47
2.47428,1,1714,2,4,00,00,00,00,,,,,2840,2023-07-11 18:02:47
2.47450,2,1538,2,5,23,02,03,33,33,,,,2841,2023-07-11 18:02:47
2.47854,2,1990,2,8,00,00,ff,ff,00,00,00,00,2842,2023-07-11 18:02:47
2.47862,1,257,2,8,00,00,00,00,00,00,00,00,2843,2023-07-11 18:02:47
2.47866,2,1991,2,8,00,00,00,00,00,00,00,00,2844,2023-07-11 18:02:47
2.47879,2,1993,2,8,00,00,00,00,00,00,00,00,2845,2023-07-11 18:02:47
2.47891,2,1994,2,8,00,00,00,00,00,00,00,00,2846,2023-07-11 18:02:47
2.47903,2,1995,2,8,89,37,00,00,00,00,02,21,2847,2023-07-11 18:02:47
2.47916,2,1996,2,8,00,00,00,00,00,00,00,00,2848,2023-07-11 18:02:47
2.47928,2,1997,2,8,00,00,00,00,00,00,00,00,2849,2023-07-11 18:02:47
2.47941,2,257,2,8,00,00,00,00,00,00,00,00,2850,2023-07-11 18:02:47
2.48075,1,1313,2,6,00,04,00,00,00,00,,,2851,2023-07-11 18:02:47
2.49355,2,128,2,0,,,,,,,,,2852,2023-07-11 18:02:47
2.49360,1,1538,2,8,25,01,10,00,00,00,00,00,2853,2023-07-11 18:02:47
2.49365,1,128,2,0,,,,,,,,,2854,2023-07-11 18:02:47
2.49368,2,32,2,8,01,01,00,00,00,00,1f,1e,2855,2023-07-11 18:02:47
2.49377,2,1711,2,4,00,00,00,00,,,,,2856,2023-07-11 18:02:47
2.49378,1,32,2,8,01,01,00,00,00,00,1f,1e,2857,2023-07-11 18:02:47
2.49387,2,1682,2,6,00,9e,0a,96,0d,62,,,2858,2023-07-11 18:02:47
2.49390,1,1537,2,8,25,01,10,00,00,00,86,01,2859,2023-07-11 18:02:47
2.49398,2,1713,2,7,00,00,00,00,00,00,00,,2860,2023-07-11 18:02:47
2.49400,1,1664,2,6,a6,2f,01,a8,00,a2,,,2861,2023-07-11 18:02:47
2.49410,1,1684,2,6,01,84,00,00,00,00,,,2862,2023-07-11 18:02:47
2.49419,1,1712,2,4,00,00,00,00,,,,,2863,2023-07-11 18:02:47
2.49428,1,1714,2,4,00,00,00,00,,,,,2864,2023-07-11 18:02:47
2.49450,2,1538,2,5,23,02,03,33,33,,,,2865,2023-07-11 18:02:47
2.49854,2,1990,2,8,00,00,ff,ff,00,00,00,00,2866,2023-07-11 18:02:47
2.49862,1,257,2,8,00,00,00,00,00,00,00,00,2867,2023-07-11 18:02:47
2.49866,2,1991,2,8,00,00,00,00,00,00,00,00,2868,2023-07-11 18:02:47
2.49879,2,1993,2,8,00,00,00,00,00,00,00,00,2869,2023-07-11 18:02:47
2.49891,2,1994,2,8,00,00,00,00,00,00,00,00,2870,2023-07-11 18:02:47
2.49904,2,1995,2,8,00,00,00,00,00,00,02,21,2871,2023-07-11 18:02:47
2.49916,2,1996,2,8,00,00,00,00,00,00,00,00,2872,2023-07-11 18:02:47
2.49929,2,1997,2,8,00,00,00,00,00,00,00,00,2873,2023-07-11 18:02:47
2.49941,2,257,2,8,00,00,00,00,00,00,00,00,2874,2023-07-11 18:02:47
2.50080,1,1313,2,6,00,05,ff,ff,ff,ff,,,2875,2023-07-11 18:02:47
2.51356,2,128,2,0,,,,,,,,,2876,2023-07-11 18:02:47
2.51360,1,1538,2,8,25,01,10,00,00,00,00,00,2877,2023-07-11 18:02:47
2.51365,1,128,2,0,,,,,,,,,2878,2023-07-11 18:02:47
2.51368,2,32,2,8,01,01,00,00,00,00,1f,1e,2879,2023-07-11 18:02:47
2.51377,2,1711,2,4,00,00,00,00,,,,,2880,2023-07-11 18:02:47
2.51378,1,32,2,8,01,01,00,00,00,00,1f,1e,2881,2023-07-11 18:02:47
2.51387,2,1682,2,6,00,9e,0a,96,0d,63,,,2882,2023-07-11 18:02:47
2.51390,1,1537,2,8,25,01,10,00,00,00,87,01,2883,2023-07-11 18:02:47
2.51398,2,1713,2,7,00,00,00,00,00,00,00,,2884,2023-07-11 18:02:47
2.51400,1,1664,2,6,a6,2f,01,a8,00,a2,,,2885,2023-07-11 18:02:47
2.51410,1,1684,2,6,01,84,00,00,00,00,,,2886,2023-07-11 18:02:47
2.51419,1,1712,2,4,00,00,00,00,,,,,2887,2023-07-11 18:02:47
2.51428,1,1714,2,4,00,00,00,00,,,,,2888,2023-07-11 18:02:47
2.51450,2,1538,2,5,23,02,03,33,33,,,,2889,2023-07-11 18:02:47
2.51854,2,1990,2,8,00,00,ff,ff,00,00,00,00,2890,2023-07-11 18:02:47
2.51862,1,257,2,8,00,00,00,00,00,00,00,00,2891,2023-07-11 18:02:47
2.51866,2,1991,2,8,00,00,00,00,00,00,00,00,2892,2023-07-11 18:02:47
2.51879,2,1993,2,8,00,00,00,00,00,00,00,00,2893,2023-07-11 18:02:47
2.51891,2,1994,2,8,00,00,00,00,00,00,00,00,2894,2023-07-11 18:02:47
2.51904,2,257,2,8,00,00,00,00,00,00,00,00,2895,2023-07-11 18:02:47
2.51917,2,1996,2,8,00,00,00,00,00,00,00,00,2896,2023-07-11 18:02:47
2.51929,2,1997,2,8,00,00,00,00,00,00,00,00,2897,2023-07-11 18:02:47
2.51942,2,257,2,8,00,00,00,00,00,00,00,00,2898,2023-07-11 18:02:47
2.52125,1,1313,2,6,00,06,00,00,00,01,,,2899,2023-07-11 18:02:47
2.52137,1,1314,2,6,01,02,00,00,00,25,,,2900,2023-07-11 18:02:47
2.52149,1,1315,2,6,02,02,00,00,00,0f,,,2901,2023-07-11 18:02:47
2.52161,1,1316,2,6,03,02,00,00,00,0b,,,2902,2023-07-11 18:02:47
2.52174,1,1320,2,6,07,0e,00,00,00,00,,,2903,2023-07-11 18:02:47
2.53355,2,128,2,0,,,,,,,,,2904,2023-07-11 18:02:47
2.53360,1,1538,2,8,25,01,10,00,00,00,00,00,2905,2023-07-11 18:02:47
2.53365,1,128,2,0,,,,,,,,,2906,2023-07-11 18:02:47
2.53368,2,32,2,8,01,01,00,00,00,00,1f,1e,2907,2023-07-11 18:02:47
2.53376,2,1711,2,4,00,00,00,00,,,,,2908,2023-07-11 18:02:47
2.53378,1,32,2,8,01,01,00,00,00,00,1f,1e,2909,2023-07-11 18:02:47
2.53386,2,1682,2,6,00,9e,0a,96,0d,64,,,2910,2023-07-11 18:02:47
2.53390,1,1537,2,8,25,01,10,00,00,00,88,01,2911,2023-07-11 18:02:47
2.53398,2,1713,2,7,00,00,00,00,00,00,00,,2912,2023-07-11 18:02:47
2.53400,1,1664,2,6,a6,2f,01,a8,00,a2,,,2913,2023-07-11 18:02:47
2.53410,1,1684,2,6,01,84,00,00,00,00,,,2914,2023-07-11 18:02:47
2.53419,1,1712,2,4,00,00,00,00,,,,,2915,2023-07-11 18:02:47
2.53428,1,1714,2,4,00,00,00,00,,,,,2916,2023-07-11 18:02:47
2.53450,2,1538,2,5,23,02,03,33,33,,,,2917,2023-07-11 18:02:47
2.53854,2,1990,2,8,00,00,ff,ff,00,00,00,00,2918,2023-07-11 18:02:47
2.53862,1,257,2,8,00,00,00,00,00,00,00,00,2919,2023-07-11 18:02:47
2.53866,2,1991,2,8,00,00,00,00,00,00,00,00,2920,2023-07-11 18:02:47
2.53879,2,1993,2,8,00,00,00,00,00,00,00,00,2921,2023-07-11 18:02:47
2.53891,2,1994,2,8,00,00,00,00,00,00,00,00,2922,2023-07-11 18:02:47
2.53904,2,1995,2,8,00,00,00,00,00,00,02,21,2923,2023-07-11 18:02:47
2.53916,2,1996,2,8,00,00,00,00,00,00,00,00,2924,2023-07-11 18:02:47
2.53929,2,1997,2,8,00,00,00,00,00,00,00,00,2925,2023-07-11 18:02:47
2.53941,2,257,2,8,00,00,00,00,00,00,00,00,2926,2023-07-11 18:02:47
2.54081,1,1313,2,6,00,07,00,00,00,03,,,2927,2023-07-11 18:02:47
2.55356,2,128,2,0,,,,,,,,,2928,2023-07-11 18:02:47
2.55360,1,1538,2,8,25,01,10,00,00,00,00,00,2929,2023-07-11 18:02:47
2.55365,1,128,2,0,,,,,,,,,2930,2023-07-11 18:02:47
2.55368,2,32,2,8,01,01,00,00,00,00,1f,1e,2931,2023-07-11 18:02:47
2.55378,1,32,2,8,01,01,00,00,00,00,1f,1e,2932,2023-07-11 18:02:47
2.55378,2,1682,2,6,00,9f,0a,96,0d,65,,,2933,2023-07-11 18:02:47
2.55387,2,1711,2,4,00,00,00,00,,,,,2934,2023-07-11 18:02:47
2.55390,1,1537,2,8,25,01,10,00,00,00,89,01,2935,2023-07-11 18:02:47
2.55398,2,1713,2,7,00,00,00,00,00,00,00,,2936,2023-07-11 18:02:47
2.55400,1,1664,2,6,a6,2f,01,a8,00,a1,,,2937,2023-07-11 18:02:47
2.55410,1,1684,2,6,01,84,00,00,00,00,,,2938,2023-07-11 18:02:47
2.55419,1,1712,2,4,00,00,00,00,,,,,2939,2023-07-11 18:02:47
2.55428,1,1714,2,4,00,00,00,00,,,,,2940,2023-07-11 18:02:47
2.55450,2,1538,2,5,23,02,03,33,33,,,,2941,2023-07-11 18:02:47
2.55854,2,1990,2,8,00,00,ff,ff,00,00,00,00,2942,2023-07-11 18:02:47
2.55862,1,257,2,8,00,00,00,00,00,00,00,00,2943,2023-07-11 18:02:47
2.55866,2,1991,2,8,00,00,00,00,00,00,00,00,2944,2023-07-11 18:02:47
2.55879,2,1993,2,8,00,00,00,00,00,00,00,00,2945,2023-07-11 18:02:47
2.55891,2,1994,2,8,00,00,00,00,00,00,00,00,2946,2023-07-11 18:02:47
2.55904,2,1995,2,8,00,00,00,00,00,00,02,21,2947,2023-07-11 18:02:47
2.55916,2,1996,2,8,00,00,00,00,00,00,00,00,2948,2023-07-11 18:02:47
2.55929,2,1997,2,8,00,00,00,00,00,00,00,00,2949,2023-07-11 18:02:47
2.55941,2,257,2,8,00,00,00,00,00,00,00,00,2950,2023-07-11 18:02:47
2.56086,1,1313,2,6,00,08,00,00,00,00,,,2951,2023-07-11 18:02:47
2.57356,2,128,2,0,,,,,,,,,2952,2023-07-11 18:02:47
2.57360,1,1538,2,8,25,01,10,00,00,00,00,00,2953,2023-07-11 18:02:47
2.57365,1,128,2,0,,,,,,,,,2954,2023-07-11 18:02:47
2.57368,2,32,2,8,01,01,00,00,00,00,1f,1e,2955,2023-07-11 18:02:47
2.57378,1,32,2,8,01,01,00,00,00,00,1f,1e,2956,2023-07-11 18:02:47
2.57378,2,1682,2,6,00,9f,0a,96,0d,66,,,2957,2023-07-11 18:02:47
2.57387,2,1711,2,4,00,00,00,00,,,,,2958,2023-07-11 18:02:47
2.57390,1,1537,2,8,25,01,10,00,00,00,8a,01,2959,2023-07-11 18:02:47
2.57398,2,1713,2,7,00,00,00,00,00,00,00,,2960,2023-07-11 18:02:47
2.57400,1,1664,2,6,a6,2f,01,a8,00,a2,,,2961,2023-07-11 18:02:47
2.57411,1,1684,2,6,01,83,00,00,00,00,,,2962,2023-07-11 18:02:47
2.57419,1,1712,2,4,00,00,00,00,,,,,2963,2023-07-11 18:02:47
2.57428,1,1714,2,4,00,00,00,00,,,,,2964,2023-07-11 18:02:47
2.57450,2,1538,2,5,23,02,03,33,33,,,,2965,2023-07-11 18:02:47
2.57854,2,1990,2,8,00,00,ff,ff,00,00,00,00,2966,2023-07-11 18:02:47
2.57862,1,257,2,8,00,00,00,00,00,00,00,00,2967,2023-07-11 18:02:47
2.57866,2,1991,2,8,00,00,00,00,00,00,00,00,2968,2023-07-11 18:02:47
2.57879,2,1993,2,8,00,00,00,00,00,00,00,00,2969,2023-07-11 18:02:47
2.57891,2,1994,2,8,00,00,00,00,00,00,00,00,2970,2023-07-11 18:02:47
2.57904,2,1995,2,8,00,00,00,00,00,00,02,21,2971,2023-07-11 18:02:47
2.57916,2,1996,2,8,00,00,00,00,00,00,00,00,2972,2023-07-11 18:02:47
2.57929,2,1997,2,8,00,00,00,00,00,00,00,00,2973,2023-07-11 18:02:47
2.57941,2,257,2,8,00,00,00,00,00,00,00,00,2974,2023-07-11 18:02:47
2.58134,1,1313,2,6,00,09,ff,ff,ff,ff,,,2975,2023-07-11 18:02:47
2.58146,1,1314,2,6,01,03,00,00,00,11,,,2976,2023-07-11 18:02:47
2.58158,1,1315,2,6,02,03,00,00,00,0d,,,2977,2023-07-11 18:02:47
2.58170,1,1316,2,6,03,03,00,00,00,0d,,,2978,2023-07-11 18:02:47
2.59356,2,128,2,0,,,,,,,,,2979,2023-07-11 18:02:47
2.59360,1,1538,2,8,25,01,10,00,00,00,00,00,2980,2023-07-11 18:02:47
2.59365,1,128,2,0,,,,,,,,,2981,2023-07-11 18:02:47
2.59368,2,32,2,8,01,01,00,00,00,00,1f,1e,2982,2023-07-11 18:02:47
2.59378,1,32,2,8,01,01,00,00,00,00,1f,1e,2983,2023-07-11 18:02:47
2.59378,2,1682,2,6,00,9e,0a,96,0d,66,,,2984,2023-07-11 18:02:47
2.59387,2,1711,2,4,00,00,00,00,,,,,2985,2023-07-11 18:02:47
2.59390,1,1537,2,8,25,01,10,00,00,00,8b,01,2986,2023-07-11 18:02:47
2.59398,2,1713,2,7,00,00,00,00,00,00,00,,2987,2023-07-11 18:02:47
2.59400,1,1664,2,6,a6,2f,01,a8,00,a2,,,2988,2023-07-11 18:02:47
2.59410,1,1684,2,6,01,84,00,00,00,00,,,2989,2023-07-11 18:02:47
2.59419,1,1712,2,4,00,00,00,00,,,,,2990,2023-07-11 18:02:47
2.59428,1,1714,2,4,00,00,00,00,,,,,2991,2023-07-11 18:02:47
2.59450,2,1538,2,5,23,02,03,33,33,,,,2992,2023-07-11 18:02:47
2.59854,2,1990,2,8,00,00,ff,ff,00,00,00,00,2993,2023-07-11 18:02:47
2.59862,1,257,2,8,00,00,00,00,00,00,00,00,2994,2023-07-11 18:02:47
2.59866,2,1991,2,8,00,00,00,00,00,00,00,00,2995,2023-07-11 18:02:47
2.59879,2,1993,2,8,00,00,00,00,00,00,00,00,2996,2023-07-11 18:02:47
2.59891,2,1994,2,8,00,00,00,00,00,00,00,00,2997,2023-07-11 18:02:47
2.59903,2,1995,2,8,89,37,00,00,00,00,02,21,2998,2023-07-11 18:02:47
2.59916,2,1996,2,8,00,00,00,00,00,00,00,00,2999,2023-07-11 18:02:47
2.59928,2,1997,2,8,00,00,00,00,00,00,00,00,3000,2023-07-11 18:02:47
2.59941,2,257,2,8,00,00,00,00,00,00,00,00,3001,2023-07-11 18:02:47
2.60104,1,1313,2,6,00,0a,00,00,00,01,,,3002,2023-07-11 18:02:47
2.61356,2,128,2,0,,,,,,,,,3003,2023-07-11 18:02:47
2.61360,1,1538,2,8,25,01,10,00,00,00,00,00,3004,2023-07-11 18:02:47
2.61365,1,128,2,0,,,,,,,,,3005,2023-07-11 18:02:47
2.61368,2,32,2,8,01,01,00,00,00,00,1f,1e,3006,2023-07-11 18:02:47
2.61377,2,1711,2,4,00,00,00,00,,,,,3007,2023-07-11 18:02:47
2.61378,1,32,2,8,01,01,00,00,00,00,1f,1e,3008,2023-07-11 18:02:47
2.61387,2,1682,2,6,00,9e,0a,96,0d,67,,,3009,2023-07-11 18:02:47
2.61390,1,1537,2,8,25,01,10,00,00,00,8c,01,3010,2023-07-11 18:02:47
2.61398,2,1713,2,7,00,00,00,00,00,00,00,,3011,2023-07-11 18:02:47
2.61400,1,1664,2,6,a6,2f,01,a8,00,a1,,,3012,2023-07-11 18:02:47
2.61410,1,1684,2,6,01,84,00,00,00,00,,,3013,2023-07-11 18:02:47
2.61419,1,1712,2,4,00,00,00,00,,,,,3014,2023-07-11 18:02:47
2.61428,1,1714,2,4,00,00,00,00,,,,,3015,2023-07-11 18:02:47
2.61450,2,1538,2,5,23,02,03,33,33,,,,3016,2023-07-11 18:02:47
2.61854,2,1990,2,8,00,00,ff,ff,00,00,00,00,3017,2023-07-11 18:02:47
2.61862,1,257,2,8,00,00,00,00,00,00,00,00,3018,2023-07-11 18:02:47
2.61866,2,1991,2,8,00,00,00,00,00,00,00,00,3019,2023-07-11 18:02:47
2.61879,2,1993,2,8,00,00,00,00,00,00,00,00,3020,2023-07-11 18:02:47
2.61891,2,1994,2,8,00,00,00,00,00,00,00,00,3021,2023-07-11 18:02:47
2.61904,2,1995,2,8,00,00,00,00,00,00,02,21,3022,2023-07-11 18:02:47
2.61916,2,1996,2,8,00,00,00,00,00,00,00,00,3023,2023-07-11 18:02:47
2.61929,2,1997,2,8,00,00,00,00,00,00,00,00,3024,2023-07-11 18:02:47
2.61941,2,257,2,8,00,00,00,00,00,00,00,00,3025,2023-07-11 18:02:47
2.62140,1,1313,2,6,00,0b,00,00,00,05,,,3026,2023-07-11 18:02:47
2.62153,1,1320,2,6,07,0f,00,00,00,00,,,3027,2023-07-11 18:02:47
2.63356,2,128,2,0,,,,,,,,,3028,2023-07-11 18:02:47
2.63360,1,1538,2,8,25,01,10,00,00,00,00,00,3029,2023-07-11 18:02:47
2.63366,1,128,2,0,,,,,,,,,3030,2023-07-11 18:02:47
2.63368,2,32,2,8,01,01,00,00,00,00,1f,1e,3031,2023-07-11 18:02:47
2.63377,2,1711,2,4,00,00,00,00,,,,,3032,2023-07-11 18:02:47
2.63378,1,32,2,8,01,01,00,00,00,00,1f,1e,3033,2023-07-11 18:02:47
2.63387,2,1682,2,6,00,9e,0a,96,0d,68,,,3034,2023-07-11 18:02:47
2.63390,1,1537,2,8,25,01,10,00,00,00,8d,01,3035,2023-07-11 18:02:47
2.63398,2,1713,2,7,00,00,00,00,00,00,00,,3036,2023-07-11 18:02:47
2.63400,1,1664,2,6,a6,2f,01,a8,00,a2,,,3037,2023-07-11 18:02:47
2.63411,1,1684,2,6,01,83,00,00,00,00,,,3038,2023-07-11 18:02:47
2.63419,1,1712,2,4,00,00,00,00,,,,,3039,2023-07-11 18:02:47
2.63428,1,1714,2,4,00,00,00,00,,,,,3040,2023-07-11 18:02:47
2.63450,2,1538,2,5,23,02,03,33,33,,,,3041,2023-07-11 18:02:47
2.63854,2,1990,2,8,00,00,ff,ff,00,00,00,00,3042,2023-07-11 18:02:47
2.63863,1,257,2,8,00,00,00,00,00,00,00,00,3043,2023-07-11 18:02:47
2.63866,2,1991,2,8,00,00,00,00,00,00,00,00,3044,2023-07-11 18:02:47
2.63879,2,1993,2,8,00,00,00,00,00,00,00,00,3045,2023-07-11 18:02:47
2.63892,2,1994,2,8,00,00,00,00,00,00,00,00,3046,2023-07-11 18:02:47
2.63904,2,1995,2,8,00,00,00,00,00,00,02,21,3047,2023-07-11 18:02:47
2.63916,2,1996,2,8,00,00,00,00,00,00,00,00,3048,2023-07-11 18:02:47
2.63929,2,1997,2,8,00,00,00,00,00,00,00,00,3049,2023-07-11 18:02:47
2.63942,2,257,2,8,00,00,00,00,00,00,00,00,3050,2023-07-11 18:02:47
2.64148,1,1313,2,6,00,0c,00,00,00,03,,,3051,2023-07-11 18:02:47
2.64160,1,1314,2,6,01,04,00,00,00,2d,,,3052,2023-07-11 18:02:47
2.64172,1,1315,2,6,02,04,00,00,00,11,,,3053,2023-07-11 18:02:47
2.64184,1,1316,2,6,03,04,00,00,00,17,,,3054,2023-07-11 18:02:47
2.65356,2,128,2,0,,,,,,,,,3055,2023-07-11 18:02:47
2.65361,1,1538,2,8,25,01,10,00,00,00,00,00,3056,2023-07-11 18:02:47
2.65366,1,128,2,0,,,,,,,,,3057,2023-07-11 18:02:47
2.65368,2,32,2,8,01,01,00,00,00,00,1f,1e,3058,2023-07-11 18:02:47
2.65377,2,1711,2,4,00,00,00,00,,,,,3059,2023-07-11 18:02:47
2.65378,1,32,2,8,01,01,00,00,00,00,1f,1e,3060,2023-07-11 18:02:47
2.65387,2,1682,2,6,00,9e,0a,96,0d,68,,,3061,2023-07-11 18:02:47
2.65390,1,1537,2,8,25,01,10,00,00,00,8e,01,3062,2023-07-11 18:02:47
2.65398,2,1713,2,7,00,00,00,00,00,00,00,,3063,2023-07-11 18:02:47
2.65400,1,1664,2,6,a6,2f,01,a8,00,a2,,,3064,2023-07-11 18:02:47
2.65411,1,1684,2,6,01,84,00,00,00,00,,,3065,2023-07-11 18:02:47
2.65420,1,1712,2,4,00,00,00,00,,,,,3066,2023-07-11 18:02:47
2.65428,1,1714,2,4,00,00,00,00,,,,,3067,2023-07-11 18:02:47
2.65450,2,1538,2,5,23,02,03,33,33,,,,3068,2023-07-11 18:02:47
2.65854,2,1990,2,8,00,00,ff,ff,00,00,00,00,3069,2023-07-11 18:02:47
2.65863,1,257,2,8,00,00,00,00,00,00,00,00,3070,2023-07-11 18:02:47
2.65866,2,1991,2,8,00,00,00,00,00,00,00,00,3071,2023-07-11 18:02:47
2.65879,2,1993,2,8,00,00,00,00,00,00,00,00,3072,2023-07-11 18:02:47
2.65892,2,1994,2,8,00,00,00,00,00,00,00,00,3073,2023-07-11 18:02:47
2.65904,2,1995,2,8,00,00,00,00,00,00,02,21,3074,2023-07-11 18:02:47
2.65916,2,1996,2,8,00,00,00,00,00,00,00,00,3075,2023-07-11 18:02:47
2.65929,2,1997,2,8,00,00,00,00,00,00,00,00,3076,2023-07-11 18:02:47
2.65942,2,257,2,8,00,00,00,00,00,00,00,00,3077,2023-07-11 18:02:47
2.66117,1,1313,2,6,00,0d,ff,ff,ff,ff,,,3078,2023-07-11 18:02:47
2.67356,2,128,2,0,,,,,,,,,3079,2023-07-11 18:02:47
2.67360,1,1538,2,8,25,01,10,00,00,00,00,00,3080,2023-07-11 18:02:47
2.67366,1,128,2,0,,,,,,,,,3081,2023-07-11 18:02:47
2.67369,2,32,2,8,01,01,00,00,00,00,1f,1e,3082,2023-07-11 18:02:47
2.67377,2,1711,2,4,00,00,00,00,,,,,3083,2023-07-11 18:02:47
2.67378,1,32,2,8,01,01,00,00,00,00,1f,1e,3084,2023-07-11 18:02:47
2.67387,2,1682,2,6,00,9e,0a,96,0d,68,,,3085,2023-07-11 18:02:47
2.67390,1,1537,2,8,25,01,10,00,00,00,8f,01,3086,2023-07-11 18:02:47
2.67399,2,1713,2,7,00,00,00,00,00,00,00,,3087,2023-07-11 18:02:47
2.67400,1,1664,2,6,a6,2f,01,a8,00,a2,,,3088,2023-07-11 18:02:47
2.67411,1,1684,2,6,01,84,00,00,00,00,,,3089,2023-07-11 18:02:47
2.67419,1,1712,2,4,00,00,00,00,,,,,3090,2023-07-11 18:02:47
2.67428,1,1714,2,4,00,00,00,00,,,,,3091,2023-07-11 18:02:47
2.67450,2,1538,2,5,23,02,03,33,33,,,,3092,2023-07-11 18:02:47
2.67854,2,1990,2,8,00,00,ff,ff,00,00,00,00,3093,2023-07-11 18:02:47
2.67863,1,257,2,8,00,00,00,00,00,00,00,00,3094,2023-07-11 18:02:47
2.67866,2,1991,2,8,00,00,00,00,00,00,00,00,3095,2023-07-11 18:02:47
2.67879,2,1993,2,8,00,00,00,00,00,00,00,00,3096,2023-07-11 18:02:47
2.67892,2,1994,2,8,00,00,00,00,00,00,00,00,3097,2023-07-11 18:02:47
2.67904,2,1995,2,8,89,37,00,00,00,00,02,21,3098,2023-07-11 18:02:47
2.67916,2,1996,2,8,00,00,00,00,00,00,00,00,3099,2023-07-11 18:02:47
2.67929,2,1997,2,8,00,00,00,00,00,00,00,00,3100,2023-07-11 18:02:47
2.67941,2,257,2,8,00,00,00,00,00,00,00,00,3101,2023-07-11 18:02:47
2.68122,1,1313,2,6,00,0e,ff,ff,ff,ff,,,3102,2023-07-11 18:02:47
2.69356,2,128,2,0,,,,,,,,,3103,2023-07-11 18:02:47
2.69361,1,1538,2,8,25,01,10,00,00,00,00,00,3104,2023-07-11 18:02:47
2.69366,1,128,2,0,,,,,,,,,3105,2023-07-11 18:02:47
2.69368,2,32,2,8,01,01,00,00,00,00,1f,1e,3106,2023-07-11 18:02:47
2.69377,2,1711,2,4,00,00,00,00,,,,,3107,2023-07-11 18:02:47
2.69378,1,32,2,8,01,01,00,00,00,00,1f,1e,3108,2023-07-11 18:02:47
2.69387,2,1682,2,6,00,9e,0a,96,0d,68,,,3109,2023-07-11 18:02:47
2.69390,1,1537,2,8,25,01,10,00,00,00,90,01,3110,2023-07-11 18:02:47
2.69398,2,1713,2,7,00,00,00,00,00,00,00,,3111,2023-07-11 18:02:47
2.69400,1,1664,2,6,a6,2f,01,a8,00,a2,,,3112,2023-07-11 18:02:47
2.69411,1,1684,2,6,01,84,00,00,00,00,,,3113,2023-07-11 18:02:47
2.69420,1,1712,2,4,00,00,00,00,,,,,3114,2023-07-11 18:02:47
2.69428,1,1714,2,4,00,00,00,00,,,,,3115,2023-07-11 18:02:47
2.69450,2,1538,2,5,23,02,03,33,33,,,,3116,2023-07-11 18:02:47
2.69854,2,1990,2,8,00,00,ff,ff,00,00,00,00,3117,2023-07-11 18:02:47
2.69863,1,257,2,8,00,00,00,00,00,00,00,00,3118,2023-07-11 18:02:47
2.69867,2,1991,2,8,00,00,00,00,00,00,00,00,3119,2023-07-11 18:02:47
2.69879,2,1993,2,8,00,00,00,00,00,00,00,00,3120,2023-07-11 18:02:47
2.69892,2,1994,2,8,00,00,00,00,00,00,00,00,3121,2023-07-11 18:02:47
2.69904,2,1995,2,8,89,37,00,00,00,00,02,21,3122,2023-07-11 18:02:47
2.69916,2,257,2,8,00,00,00,00,00,00,00,00,3123,2023-07-11 18:02:47
2.69929,2,1997,2,8,00,00,00,00,00,00,00,00,3124,2023-07-11 18:02:47
2.69941,2,257,2,8,00,00,00,00,00,00,00,00,3125,2023-07-11 18:02:47
2.70162,1,1313,2,6,00,0f,ff,ff,ff,fe,,,3126,2023-07-11 18:02:47
2.70173,1,1314,2,6,01,05,00,00,00,15,,,3127,2023-07-11 18:02:47
2.70185,1,1315,2,6,02,05,00,00,00,0d,,,3128,2023-07-11 18:02:47
2.70197,1,1316,2,6,03,05,00,00,00,09,,,3129,2023-07-11 18:02:47
2.71356,2,128,2,0,,,,,,,,,3130,2023-07-11 18:02:47
2.71360,1,1538,2,8,25,01,10,00,00,00,00,00,3131,2023-07-11 18:02:47
2.71366,1,128,2,0,,,,,,,,,3132,2023-07-11 18:02:47
2.71368,2,32,2,8,01,01,00,00,00,00,1f,1e,3133,2023-07-11 18:02:47
2.71378,1,32,2,8,01,01,00,00,00,00,1f,1e,3134,2023-07-11 18:02:47
2.71378,2,1682,2,6,00,9e,0a,96,0d,69,,,3135,2023-07-11 18:02:47
2.71387,2,1711,2,4,00,00,00,00,,,,,3136,2023-07-11 18:02:47
2.71390,1,1537,2,8,25,01,10,00,00,00,91,01,3137,2023-07-11 18:02:47
2.71399,2,1713,2,7,00,00,00,00,00,00,00,,3138,2023-07-11 18:02:47
